ID TERMO,PRATICAS VEDADAS,JUSTIFICATIVA,Unnamed: 3,Unnamed: 4,N_PALAVRAS
322169,12,Contrato está com taxa de juros abusiva e eu entrei em um acordo e quitei e mesmo assim está vindo na folha indevidamente,,,23
322170,10,"Ao tentar realizar um empréstimo com o banco tomei conhecimento que foi realizado um outro empréstimo consignado em meu nome, através do banco BRADESCO os valores vêm sendo descontados repetidamente dos meus rendimentos, no valor mensal de R$3.064,91 sendo que não fiz nenhum empréstimo consignado, que não realizei. Diante de tal situação, venho informar que não solicitei empréstimo algum, nem assinei contrato com o banco BRADESCO para a liberação dos valores correspondentes ao suposto empréstimo, sendo indevidos os descontos realizados em meus rendimentos, sem que tenha assinado contrato ou solicitação para a transação bancária realizada. É importante dizer que os rendimentos considerados como verba alimentar recebidos por mim, e que estão sofrendo descontos indevidos, se referem. Portanto, sendo verba alimentar não pode sofrer descontos sem minha autorização, o que já vem ocorrendo parcelas mensais já descontadas, o que torna o prejuízo ainda maior, pois deixa de ser utilizado para minha subsistência, desfalcando meus rendimentos sem que tenha concedido nenhuma autorização para a concretização dos descontos que vêm sendo realizados mensalmente, de forma abusiva! Não realizei ou autorizei qualquer pessoa a realizar empréstimo consignado em meu nome, logo, qualquer transação realizada deve ser considerada nula, pois desconheço a dívida realizada em meu nome e sem minha permissão. Assim, não reconheço o empréstimo realizado em meu nome e solicito a imediata suspensão dos descontos mensais e o cancelamento do empréstimo consignado que não solicitei, descontos que, como já informado, estão causando grave prejuízo mensalmente, pois são indevidos e abusivos e devem ser cessados imediatamente. Informo ainda que estarei buscando as vias judiciais para resolver a presente situação, caso não seja realizada de forma satisfativa, o mais breve possível, devendo os descontos cessarem imediatamente, para que não se dê continuidade aos prejuízos que já são imensos e os descontos se repetem mensalmente, com desfalques consideráveis em meus rendimentos/aposentadoria, o que torna a situação ainda mais grave e abusiva. Aguardo retorno o mais rápido possível para que cessem os descontos mensais em meus rendimentos, bem como seja cancelado definitivamente o empréstimo consignado com o banco BRADESCO  apenas como forma de justiça! Aguardo o cancelamento desta rubrica, a liberação da minha margem e o cumprimento da lei 10.820.",,,363
322171,12,Contrato está com taxa de juros abusiva e eu entrei em um acordo e quitei e mesmo assim está vindo na folha indevidamente,,,23
322172,10,"Ao tentar realizar um empréstimo com o banco tomei conhecimento que foi realizado um outro empréstimo consignado em meu nome, através do banco SANTANDER-OLE os valores vêm sendo descontados repetidamente dos meus rendimentos, no valor mensal de R$1044,00 sendo que não fiz nenhum empréstimo consignado, que não realizei. Diante de tal situação, venho informar que não solicitei empréstimo algum, nem assinei contrato com o banco SANTANDER-OLE para a liberação dos valores correspondentes ao suposto empréstimo, sendo indevidos os descontos realizados em meus rendimentos, sem que tenha assinado contrato ou solicitação para a transação bancária realizada. É importante dizer que os rendimentos considerados como verba alimentar recebidos por mim, e que estão sofrendo descontos indevidos, se referem. Portanto, sendo verba alimentar não pode sofrer descontos sem minha autorização, o que já vem ocorrendo parcelas mensais já descontadas, o que torna o prejuízo ainda maior, pois deixa de ser utilizado para minha subsistência, desfalcando meus rendimentos sem que tenha concedido nenhuma autorização para a concretização dos descontos que vêm sendo realizados mensalmente, de forma abusiva! Não realizei ou autorizei qualquer pessoa a realizar empréstimo consignado em meu nome, logo, qualquer transação realizada deve ser considerada nula, pois desconheço a dívida realizada em meu nome e sem minha permissão. Assim, não reconheço o empréstimo realizado em meu nome e solicito a imediata suspensão dos descontos mensais e o cancelamento do empréstimo consignado que não solicitei, descontos que, como já informado, estão causando grave prejuízo mensalmente, pois são indevidos e abusivos e devem ser cessados imediatamente. Informo ainda que estarei buscando as vias judiciais para resolver a presente situação, caso não seja realizada de forma satisfativa, o mais breve possível, devendo os descontos cessarem imediatamente, para que não se dê continuidade aos prejuízos que já são imensos e os descontos se repetem mensalmente, com desfalques consideráveis em meus rendimentos/aposentadoria, o que torna a situação ainda mais grave e abusiva. Aguardo retorno o mais rápido possível para que cessem os descontos mensais em meus rendimentos, bem como seja cancelado definitivamente o empréstimo consignado com o banco SANTANDER-OLE  apenas como forma de justiça! Aguardo o cancelamento desta rubrica, a liberação da minha margem e o cumprimento da lei 10.820.",,,363
322173,12,Tenho esse cartão na qual está sendo descontado o parcelamento em 96 vezes sem a minha autorização.  Eu quero a fatura para quitação  total.Com data atualizada.  Já liguei várias vezes no banco para reclamar porque não autorizei parcelar em 96 vezes Eu quero o valor total do contrato a fatura atual ..para a liquidação com o desconto.,,,57
322174,12,"Foi feito um refinanciamento dessa parcela do Paraná banco onde a parcela foi reduzida e já averbada no sougov, mas o sistema não deu a devida baixa fazendo com que na margem ficasse as duas parcelas, extrapolando a margem dos 70%,, preciso com urgência que dê a devida baix da parcela já liquidada",,,53
322175,10,"Esse desconto trata-se de uma operação não autorizada de um cartão de credito vinculado aos meus proventos e descontado em folha desde 2021. Começa com deposito indevido em minha conta corrente, seguido de uma emissão de cartão de crédito e desconto (amortização/pagamento mínimo) de cartão. Entrei imediatamente em contato com a empresa, mas não obtive retorno e desde então (2021/2022/2023 e 2024) tenho esse incomodo e lesivo desconto. Fui informada por minha instituição, deste caminho de resolução, logo, rogo por uma solução plausível até que a justiça se faça. Não tenho qualquer documento dessa empresa sobre essa cobrança indevida, nunca tive acesso ao mencionado contrato.",,,105
322176,12,"Saldo quitado em sua totalidade no dia 15/04/2024, conforme recibo de Pix anexo.",,,13
322177,11,Solicito exclusão dessa parcela e liberação da margem xzcfdr,,,9
322178,10,"Esse Banco BMG entrou no meu Contracheque ex-sigepe Minfra desde de janeiro de 2017 até o presente mês de maio de 2024 no Sou.Gov/SGP com descontos de R$ 167,58 e ( 197,83 que corresponde a cartão benefício na Base de Cálculo) e está também em consignações encerradas. A Atendente Virtual informou que está cancelado e o valor que constava era de R$ 103,00. Solicito a exclusão desses descontos criminosos no meu Contracheque.",,,72
322179,10,Quero quitar essa dívida e preciso do boleto com saldo total para pagamento.,,,13
322180,10,"Atenciosamente peço cancelamento dessa rubrica, a liberação da minha margem em comprimento da lei 10.820.",,,15
322181,10,quitei meu emprestimo com voces peco que soltem minha margem urgentemente. to mandando o comprovante de queitacaO,,,17
322182,11,Esse desconto ainda está acontecendo já foi quitado cancele por favor se desconto na folha abuso arbitrário todo mês está descontando ainda cancele para mim já foi quitado cancele para mim esse contrato,,,33
322182,12,Esse desconto ainda está acontecendo já foi quitado cancele por favor se desconto na folha abuso arbitrário todo mês está descontando ainda cancele para mim já foi quitado cancele para mim esse contrato,,,33
322183,11,"Nao fiz este empréstimo não entrou na minha conta conforme, estou mandando o estrato bancário da minha conta",,,18
322184,10,"Por estar com venda casada e com aumento abusivo sem minha permissão,  solicito o cancelamento urgente sendo que está afetando a mim por ser uma idosa. Antonia vilma lopes cpf 139.712.631-00",,,31
322185,10,"Também foi descontado sem minha autorização,  solicito o cancelamento urgente e devolução dos valores imediatamente.",,,15
322186,10,revisao do protocolo aberto sac 439841-09410 urgência no atendimento contrato com devida taxa irregular cod 89090,,,16
322186,11,revisao do protocolo aberto sac 439841-09410 urgência no atendimento contrato com devida taxa irregular cod 89090,,,16
322187,10,"Analisando o contra cheque  e extrato de consignação, observei o seguinte: *Descontos consignações facultativas, total de R$6.707,69, incluindo  valor saúde mental R$348,12 e mensalidade Asfoc R$182,40,  Não incluindo valores saúde mental e Asfoc,  total R$ 6.176,57. **Desconto Compulsório,  total de R$ 6.592,98, incluindo novamente valor de R$ 342.40 Saúde Mental e R$ 182,40 Asfoc . Portanto houve desconto a mais no contra cheque de R$ 530,51. Devido a estes valores estou negativado, impedido de realizar novas contratações de imprestimos consignados   Solicito esclarecimentos.   Atenciosamente, Rui Vadik Abrao  CPF: 862.653.938-04",,,88
322188,12,"O empréstimo já foi quitado, último desconto seria no mês de abril, portanto esse desconto do mês de maio foi indevido.",,,21
322189,11,Solicito a exclusão do contrato acima e revisão  Solicito a exclusão do contrato acima e revisão,,,16
322190,12,Solicito a exclusão do contrato acima Solicito a exclusão do do contrato acima,,,13
322191,12,"Boleto pago dia 16.05., o prazo determinado são 05 dias uteis e ainda não liberaram a minha margem.  Solicito urgente a liberação.",,,22
322192,10,"Trata-se de desconto indevido de mensalidade sindical. Não sou filiada a nenhum sindicato nem autorizei o desconto da mensalidade em folha. Solicito a exclusão do desconto, bem como a devolução dos calores descontados indevidamente.",,,34
322193,10,essa associação está descontando um absurdo de dinheiro meu sem que eu pedisse todos os telefone desta referida associação nenhum atende isso é roubo crime é  Apropriação indébita eu não quero nunca quis e quero que retire do meu contracheque o mais rápido possivel,,,44
322193,11,essa associação está descontando um absurdo de dinheiro meu sem que eu pedisse todos os telefone desta referida associação nenhum atende isso é roubo crime é  Apropriação indébita eu não quero nunca quis e quero que retire do meu contracheque o mais rápido possivel,,,44
322194,11,"solicito todos os meus boletos de quitação total de todos os meus emprestimos consignado, pois tenho parcelas em atraso e gostaria de resolver essa situação quitando todos os meus emprestimos  segue parcelas dos contratos que solicito os contratos: 38,80- 445,09 - 231,65",,,42
322195,12,EXCLUSAO  contrato encontra se liquidado e pago e o banco  mantem a margen presa,,,14
322196,10,EU NÃO QUERO PARAR ESSA CONTRIBUIÇÃO NAO PRECISO E NEM NUNCA VOU PRECISAR E NAO TENHO PRA QUEM DEIXAR SEGURO QUERO QUE RETIRE DO MEU CONTRACHEQUE,,,26
322196,11,EU NÃO QUERO PARAR ESSA CONTRIBUIÇÃO NAO PRECISO E NEM NUNCA VOU PRECISAR E NAO TENHO PRA QUEM DEIXAR SEGURO QUERO QUE RETIRE DO MEU CONTRACHEQUE,,,26
322196,12,EU NÃO QUERO PARAR ESSA CONTRIBUIÇÃO NAO PRECISO E NEM NUNCA VOU PRECISAR E NAO TENHO PRA QUEM DEIXAR SEGURO QUERO QUE RETIRE DO MEU CONTRACHEQUE,,,26
